Nom_GHT;Etablissement;Rang;Code;Groupe Plannification;Nb séjour / Séances;Nb de jours;Age moyen;% Age>75;% lourd;Transferts SSR (Nombre de séjours chainés et tranférés vers un établissement SSR) ;Etablissement SSR de transfert ;Catégorie ;Nb de transferts;is_in_GHT;transfer_interne
None;POLYCLINIQUE STE MARGUERITE;23;K04;Aff. Cardio-vasculaire avec Acte classant non opératoire, ou anesthésie;70;0;66.8;11.4;0.00;0 à 10;;;;0;
None;POLYCLINIQUE STE MARGUERITE;24;X12;Uro-Néphrologie médicale (hors Séances);63;210;65.5;34.9;15.87;0 à 10;;;;0;
None;POLYCLINIQUE STE MARGUERITE;25;K06;Mise en place d'accès vasculaire;57;2;68.5;24.6;0.00;0 à 10;;;;0;
None;POLYCLINIQUE STE MARGUERITE;26;K07;Endoscopies bronchiques, avec ou sans anesthésie;57;0;69.9;33.3;0.00;0 à 10;;;;0;
None;POLYCLINIQUE STE MARGUERITE;27;X24;Médecine inter spécialités, Autres symptômes ou motifs médicaux;50;200;62.3;34.0;4.00;0 à 10;;;;0;
None;POLYCLINIQUE STE MARGUERITE;28;C17;Chirurgie Gynécologique;37;84;64.8;29.7;0.00;0 à 10;;;;0;
None;POLYCLINIQUE STE MARGUERITE;29;X22;Douleur et soins palliatifs;37;748;72.7;45.9;5.41;0 à 10;;;;0;
None;POLYCLINIQUE STE MARGUERITE;30;K12;Explorations nocturnes, séjours de moins de 2 jours;36;36;51.0;5.6;0.00;0 à 10;;;;0;
None;POLYCLINIQUE STE MARGUERITE;31;X08;Pneumologie;36;431;73.3;50.0;44.44;0 à 10;;;;0;
None;POLYCLINIQUE STE MARGUERITE;32;C02;Chirurgie du rachis, Neuro-chirurgie;34;108;58.9;17.6;2.94;0 à 10;;;;0;
None;POLYCLINIQUE STE MARGUERITE;33;K05;Cathétérismes vasculaires diagnostiques et interventionnels;34;40;67.5;26.5;0.00;0 à 10;;;;0;
None;POLYCLINIQUE STE MARGUERITE;34;X15;Diabète, Maladies métaboliques, Endocrinologie (hors complications);30;263;67.6;36.7;40.00;0 à 10;;;;0;
None;POLYCLINIQUE STE MARGUERITE;35;C21;Chir. pour Aff. des Org. Hématopoiétiques, Lymphomes, Leucémies, Tumeurs SID;28;61;65.8;25.0;3.57;0 à 10;;;;0;
None;POLYCLINIQUE STE MARGUERITE;36;X26;Chirurgie esthétique et de confort;28;23;42.7;0.0;0.00;0 à 10;;;;0;
None;POLYCLINIQUE STE MARGUERITE;37;X16;Affections et traumatismes de la peau, gelures;23;225;63.5;30.4;34.78;0 à 10;;;;0;
None;POLYCLINIQUE STE MARGUERITE;38;X09;ORL, Stomato;22;24;47.8;4.5;4.55;0 à 10;;;;0;
None;POLYCLINIQUE STE MARGUERITE;39;C18;Chirurgie du sein;19;11;45.2;5.3;0.00;0 à 10;;;;0;
None;POLYCLINIQUE STE MARGUERITE;40;X20;Psychiatrie;19;212;84.6;84.2;57.89;0 à 10;;;;0;
None;POLYCLINIQUE STE MARGUERITE;41;C22;Chirurgie de la Thyroide, Parathyroide, du Tractus Thyréoglosse, endocrinologie;18;32;45.2;0.0;0.00;0 à 10;;;;0;
None;POLYCLINIQUE STE MARGUERITE;42;K08;Traumatologie avec acte classant non opératoire ou anesthésie;18;0;46.8;16.7;0.00;0 à 10;;;;0;
None;POLYCLINIQUE STE MARGUERITE;43;X03;Neurologie médicale;18;343;80.7;66.7;38.89;0 à 10;;;;0;
None;POLYCLINIQUE STE MARGUERITE;44;X06;Rhumatologie;15;142;74.1;60.0;46.67;0 à 10;;;;0;
None;POLYCLINIQUE STE MARGUERITE;45;K10;Aff. génito-urinaires avec Acte classant non opératoire et endoscopies;14;4;68.0;35.7;0.00;0 à 10;;;;0;
None;POLYCLINIQUE STE MARGUERITE;46;X05;Traumatologie et ablation de matériel de l'appareil locomoteur;14;85;65.7;57.1;28.57;0 à 10;;;;0;
None;POLYCLINIQUE STE MARGUERITE;47;X18;Suivi thérap. d'affections connues, Allergologie, Rééducation, Convalescence;14;220;71.4;35.7;28.57;0 à 10;;;;0;
None;POLYCLINIQUE STE MARGUERITE;48;X23;Chimiothérapie (hors séances);14;209;67.2;28.6;7.14;0 à 10;;;;0;
None;POLYCLINIQUE STE MARGUERITE;49;X07;Affections Cardio-vasculaires;11;38;78.4;54.5;27.27;0 à 10;;;;0;
None;HÔPITAL PRIVE SAINTE MARIE ;25;C09;Chir. majeure de l'app. Locomoteur: hanche, fémur, genou, épaule;159;367;72.9;37.7;2.52;48;KORIAN LE TINAILLER;Privé;44;0;
None;HÔPITAL PRIVE SAINTE MARIE ;25;C09;Chir. majeure de l'app. Locomoteur: hanche, fémur, genou, épaule;159;367;72.9;37.7;2.52;48;Autres ES Effectif<11;;0 à 10 (4);0;
None;HÔPITAL PRIVE SAINTE MARIE ;7;C10;Arthroscopies, Biopsies ostéo-articulaires;649;83;55.2;2.6;0.00;28;KORIAN LE TINAILLER;Privé;28;0;
None;HÔPITAL PRIVE SAINTE MARIE ;22;C06;Chir. Digestive majeure : oesophage, estomac, grêle, côlon, rectum;209;1915;61.5;22.5;28.23;23;Autres ES Effectif<11;;23;0;
None;HÔPITAL PRIVE SAINTE MARIE ;30;X22;Douleur et soins palliatifs;116;2762;74.1;49.1;4.31;22;HÔPITAL PRIVÉ SAINTE MARIE;Privé;21;0;
None;HÔPITAL PRIVE SAINTE MARIE ;30;X22;Douleur et soins palliatifs;116;2762;74.1;49.1;4.31;22;Autres ES Effectif<11;;0 à 10 (1);0;
None;HÔPITAL PRIVE SAINTE MARIE ;20;X08;Pneumologie;242;2313;68.8;36.4;40.50;21;HÔPITAL PRIVÉ SAINTE MARIE;Privé;13;0;
None;HÔPITAL PRIVE SAINTE MARIE ;20;X08;Pneumologie;242;2313;68.8;36.4;40.50;21;Autres ES Effectif<11;;0 à 10 (8);0;
None;HÔPITAL PRIVE SAINTE MARIE ;24;X24;Médecine inter spécialités, Autres symptômes ou motifs médicaux;161;900;71.6;42.9;1.24;18;HÔPITAL PRIVÉ SAINTE MARIE;Privé;14;0;
None;HÔPITAL PRIVE SAINTE MARIE ;24;X24;Médecine inter spécialités, Autres symptômes ou motifs médicaux;161;900;71.6;42.9;1.24;18;Autres ES Effectif<11;;0 à 10 (4);0;
None;HÔPITAL PRIVE SAINTE MARIE ;15;X07;Affections Cardio-vasculaires;302;1628;76.3;57.9;14.90;16;HÔPITAL PRIVÉ SAINTE MARIE;Privé;12;0;
None;HÔPITAL PRIVE SAINTE MARIE ;15;X07;Affections Cardio-vasculaires;302;1628;76.3;57.9;14.90;16;Autres ES Effectif<11;;0 à 10 (4);0;
None;HÔPITAL PRIVE SAINTE MARIE ;6;C07;Chir. Viscérale autre : rate, grêle, colon, proctologie, hernies;731;1187;52.6;11.8;2.05;12;Autres ES Effectif<11;;12;0;
None;HÔPITAL PRIVE SAINTE MARIE ;8;X02;Hépato-Gastro-Entérologie;639;3412;66.5;34.1;19.09;12;Autres ES Effectif<11;;12;0;
None;HÔPITAL PRIVE SAINTE MARIE ;28;C05;Chir. majeure sur le thorax, l'app. respiratoire, interventions sous thoracoscopie;117;1306;64.3;25.6;18.80;12;Autres ES Effectif<11;;12;0;
None;HÔPITAL PRIVE SAINTE MARIE ;1;S02;Chimiothérapie pour tumeur;6709;0;68.8;30.9;0.00;NA;;;;0;
None;HÔPITAL PRIVE SAINTE MARIE ;2;S01;Dialyse;6147;0;65.3;30.3;0.00;NA;;;;0;
None;HÔPITAL PRIVE SAINTE MARIE ;3;C16;Chirurgie Ophtalmologique et greffe de cornée;4648;23;73.0;41.0;0.00;0 à 10;;;;0;
None;HÔPITAL PRIVE SAINTE MARIE ;4;K02;Endoscopies digestives et biliaires avec ou sans anesthésie;1879;42;61.9;11.5;0.00;0 à 10;;;;0;
None;HÔPITAL PRIVE SAINTE MARIE ;5;C19;Chirurgie Urologique;806;2275;63.1;24.7;7.44;0 à 10;;;;0;
None;HÔPITAL PRIVE SAINTE MARIE ;9;C23;Parages de plaies, Greffes de peau, des Tissus S/C;531;13;61.8;34.1;0.00;0 à 10;;;;0;
None;HÔPITAL PRIVE SAINTE MARIE ;10;K09;ORL Stomato avec Acte classant non opératoire et endoscopies;518;26;26.3;2.5;0.00;0 à 10;;;;0;
None;HÔPITAL PRIVE SAINTE MARIE ;11;C11;Chirurgies autres de l'appareil locomoteur, amputations;450;256;55.3;10.4;1.11;0 à 10;;;;0;
None;HÔPITAL PRIVE SAINTE MARIE ;12;C20;Chirurgie de l'appareil génital masculin;446;862;44.5;12.1;3.59;0 à 10;;;;0;
None;HÔPITAL PRIVE SAINTE MARIE ;13;X12;Uro-Néphrologie médicale (hors Séances);394;1287;66.6;35.3;12.94;0 à 10;;;;0;
None;HÔPITAL PRIVE SAINTE MARIE ;14;S03;Chimiothérapie pour aff. Non tumorale;328;0;53.1;10.4;0.00;NA;;;;0;
None;HÔPITAL PRIVE SAINTE MARIE ;16;C18;Chirurgie du sein;300;281;54.6;12.3;0.33;0 à 10;;;;0;
None;HÔPITAL PRIVE SAINTE MARIE ;17;C17;Chirurgie Gynécologique;293;482;51.2;9.9;1.71;0 à 10;;;;0;
None;HÔPITAL PRIVE SAINTE MARIE ;18;X18;Suivi thérap. d'affections connues, Allergologie, Rééducation, Convalescence;267;256;56.8;12.7;2.25;0 à 10;;;;0;
None;HÔPITAL PRIVE SAINTE MARIE ;19;S05;Transfusion;261;0;68.9;28.4;0.00;NA;;;;0;
None;HÔPITAL PRIVE SAINTE MARIE ;21;K06;Mise en place d'accès vasculaire;224;2;67.6;23.7;0.00;0 à 10;;;;0;
None;HÔPITAL PRIVE SAINTE MARIE ;23;C08;Chir. hépato-biliaire et pancréatique;191;498;55.6;13.1;4.71;0 à 10;;;;0;
None;HÔPITAL PRIVE SAINTE MARIE ;26;K10;Aff. génito-urinaires avec Acte classant non opératoire et endoscopies;134;16;56.6;10.4;0.00;0 à 10;;;;0;
None;HÔPITAL PRIVE SAINTE MARIE ;27;C25;Chirurgie inter spécialités;126;160;59.7;22.2;4.76;0 à 10;;;;0;
None;HÔPITAL PRIVE SAINTE MARIE ;29;C15;Chirurgie ORL stomato;116;11;23.2;1.7;0.00;0 à 10;;;;0;
None;HÔPITAL PRIVE SAINTE MARIE ;31;X14;Maladies immunitaires, du Sang, des Organes hématopoïétiques, Tumeurs SID;98;444;70.6;41.8;16.33;0 à 10;;;;0;
None;HÔPITAL PRIVE SAINTE MARIE ;32;C22;Chirurgie de la Thyroide, Parathyroide, du Tractus Thyréoglosse, endocrinologie;89;214;52.8;3.4;0.00;0 à 10;;;;0;
None;HÔPITAL PRIVE SAINTE MARIE ;33;X13;Appareil génital masculin;69;320;69.5;33.3;24.64;0 à 10;;;;0;
None;HÔPITAL PRIVE SAINTE MARIE ;34;C13;Stimulateurs, Défibrillateurs cardiaques;57;210;79.6;66.7;1.75;0 à 10;;;;0;
None;HÔPITAL PRIVE SAINTE MARIE ;35;C21;Chir. pour Aff. des Org. Hématopoiétiques, Lymphomes, Leucémies, Tumeurs SID;51;98;63.5;21.6;5.88;0 à 10;;;;0;
None;HÔPITAL PRIVE SAINTE MARIE ;36;K04;Aff. Cardio-vasculaire avec Acte classant non opératoire, ou anesthésie;48;0;68.0;29.2;0.00;0 à 10;;;;0;
None;HÔPITAL PRIVE SAINTE MARIE ;37;X26;Chirurgie esthétique et de confort;47;34;38.2;0.0;0.00;0 à 10;;;;0;
None;HÔPITAL PRIVE SAINTE MARIE ;38;X09;ORL, Stomato;44;184;49.2;11.4;27.27;0 à 10;;;;0;
None;HÔPITAL PRIVE SAINTE MARIE ;39;X15;Diabète, Maladies métaboliques, Endocrinologie (hors complications);40;199;71.2;47.5;35.00;0 à 10;;;;0;
None;HÔPITAL PRIVE SAINTE MARIE ;40;K15;Autres séj. sans acte, avec anesthésie, en ambulatoire (Aff. myéloP., peau, sein...);37;0;62.9;24.3;0.00;0 à 10;;;;0;
None;HÔPITAL PRIVE SAINTE MARIE ;41;X16;Affections et traumatismes de la peau, gelures;35;179;56.6;31.4;8.57;0 à 10;;;;0;
None;HÔPITAL PRIVE SAINTE MARIE ;42;X03;Neurologie médicale;32;481;68.7;18.8;53.13;0 à 10;;;;0;
None;HÔPITAL PRIVE SAINTE MARIE ;43;X19;Fièvre, Infection, Septicémie, VIH;32;275;67.7;18.8;62.50;0 à 10;;;;0;
None;HÔPITAL PRIVE SAINTE MARIE ;44;K12;Explorations nocturnes, séjours de moins de 2 jours;25;25;58.6;8.0;0.00;0 à 10;;;;0;
None;HÔPITAL PRIVE SAINTE MARIE ;45;X11;Gynécologie, Sénologie (hors Obstétrique);25;284;71.2;40.0;72.00;0 à 10;;;;0;
None;HÔPITAL PRIVE SAINTE MARIE ;46;X23;Chimiothérapie (hors séances);22;86;68.4;31.8;4.55;0 à 10;;;;0;
None;HÔPITAL PRIVE SAINTE MARIE ;47;X06;Rhumatologie;18;158;70.7;38.9;55.56;0 à 10;;;;0;
None;HÔPITAL PRIVE SAINTE MARIE ;48;X21;Effets nocifs, alcool, toxicologie, allergies;14;61;56.0;28.6;14.29;0 à 10;;;;0;
None;HÔPITAL PRIVE SAINTE MARIE ;49;K07;Endoscopies bronchiques, avec ou sans anesthésie;13;0;68.5;15.4;0.00;0 à 10;;;;0;
None;HÔPITAL PRIVE SAINTE MARIE ;50;K08;Traumatologie avec acte classant non opératoire ou anesthésie;11;0;54.7;0.0;0.00;0 à 10;;;;0;
None;POLYCLINIQUE DU VAL DE SAONE ;12;C09;Chir. majeure de l'app. Locomoteur: hanche, fémur, genou, épaule;398;1899;71.1;35.9;6.03;119;POLYCLINIQUE DU VAL DE SAONE;Privé;94;0;
None;POLYCLINIQUE DU VAL DE SAONE ;12;C09;Chir. majeure de l'app. Locomoteur: hanche, fémur, genou, épaule;398;1899;71.1;35.9;6.03;119;KORIAN LE TINAILLER;Privé;15;0;
None;POLYCLINIQUE DU VAL DE SAONE ;12;C09;Chir. majeure de l'app. Locomoteur: hanche, fémur, genou, épaule;398;1899;71.1;35.9;6.03;119;Autres ES Effectif<11;;0 à 10;0;
None;POLYCLINIQUE DU VAL DE SAONE ;27;C02;Chirurgie du rachis, Neuro-chirurgie;96;615;60.8;20.8;12.50;39;POLYCLINIQUE DU VAL DE SAONE;Privé;32;0;
None;POLYCLINIQUE DU VAL DE SAONE ;27;C02;Chirurgie du rachis, Neuro-chirurgie;96;615;60.8;20.8;12.50;39;Autres ES Effectif<11;;0 à 10 (7);0;
None;POLYCLINIQUE DU VAL DE SAONE ;18;C06;Chir. Digestive majeure : oesophage, estomac, grêle, côlon, rectum;174;1872;63.0;19.0;39.66;19;POLYCLINIQUE DU VAL DE SAONE;Privé;15;0;
None;POLYCLINIQUE DU VAL DE SAONE ;18;C06;Chir. Digestive majeure : oesophage, estomac, grêle, côlon, rectum;174;1872;63.0;19.0;39.66;19;Autres ES Effectif<11;;0 à 10 (4);0;
None;POLYCLINIQUE DU VAL DE SAONE ;4;C07;Chir. Viscérale autre : rate, grêle, colon, proctologie, hernies;810;1177;49.4;8.8;0.99;18;POLYCLINIQUE DU VAL DE SAONE;Privé;14;0;
None;POLYCLINIQUE DU VAL DE SAONE ;4;C07;Chir. Viscérale autre : rate, grêle, colon, proctologie, hernies;810;1177;49.4;8.8;0.99;18;Autres ES Effectif<11;;0 à 10 (4);0;
None;POLYCLINIQUE DU VAL DE SAONE ;1;S02;Chimiothérapie pour tumeur;2629;0;64.7;21.8;0.00;NA;;;;0;
None;POLYCLINIQUE DU VAL DE SAONE ;2;C16;Chirurgie Ophtalmologique et greffe de cornée;2136;215;72.9;43.3;0.00;0 à 10;;;;0;
None;POLYCLINIQUE DU VAL DE SAONE ;3;K02;Endoscopies digestives et biliaires avec ou sans anesthésie;1637;42;61.3;9.2;0.00;0 à 10;;;;0;
None;POLYCLINIQUE DU VAL DE SAONE ;5;C11;Chirurgies autres de l'appareil locomoteur, amputations;696;387;55.5;11.6;0.86;0 à 10;;;;0;
None;POLYCLINIQUE DU VAL DE SAONE ;6;C19;Chirurgie Urologique;627;1780;62.0;20.7;7.81;0 à 10;;;;0;
None;POLYCLINIQUE DU VAL DE SAONE ;7;K10;Aff. génito-urinaires avec Acte classant non opératoire et endoscopies;614;20;61.7;12.9;0.00;0 à 10;;;;0;
None;POLYCLINIQUE DU VAL DE SAONE ;8;K09;ORL Stomato avec Acte classant non opératoire et endoscopies;579;18;26.9;2.1;0.00;0 à 10;;;;0;
None;POLYCLINIQUE DU VAL DE SAONE ;9;C23;Parages de plaies, Greffes de peau, des Tissus S/C;537;134;58.4;26.4;0.00;0 à 10;;;;0;
None;POLYCLINIQUE DU VAL DE SAONE ;10;C20;Chirurgie de l'appareil génital masculin;443;1151;51.3;14.9;4.29;0 à 10;;;;0;
None;POLYCLINIQUE DU VAL DE SAONE ;11;C17;Chirurgie Gynécologique;439;651;47.5;3.4;1.82;0 à 10;;;;0;
None;POLYCLINIQUE DU VAL DE SAONE ;13;X12;Uro-Néphrologie médicale (hors Séances);314;800;70.4;40.8;7.64;0 à 10;;;;0;
None;POLYCLINIQUE DU VAL DE SAONE ;14;C18;Chirurgie du sein;294;472;52.4;10.5;0.34;0 à 10;;;;0;
None;POLYCLINIQUE DU VAL DE SAONE ;15;C15;Chirurgie ORL stomato;290;215;31.3;5.5;0.69;0 à 10;;;;0;
None;POLYCLINIQUE DU VAL DE SAONE ;16;X02;Hépato-Gastro-Entérologie;273;830;63.9;25.3;6.23;0 à 10;;;;0;
None;POLYCLINIQUE DU VAL DE SAONE ;17;C10;Arthroscopies, Biopsies ostéo-articulaires;258;145;51.3;3.1;0.00;0 à 10;;;;0;
None;POLYCLINIQUE DU VAL DE SAONE ;19;X23;Chimiothérapie (hors séances);158;379;62.7;4.4;1.27;0 à 10;;;;0;
None;POLYCLINIQUE DU VAL DE SAONE ;20;C08;Chir. hépato-biliaire et pancréatique;149;377;57.0;15.4;9.40;0 à 10;;;;0;
None;POLYCLINIQUE DU VAL DE SAONE ;21;K06;Mise en place d'accès vasculaire;137;7;64.6;21.2;0.00;0 à 10;;;;0;
None;POLYCLINIQUE DU VAL DE SAONE ;22;C25;Chirurgie inter spécialités;134;125;57.1;17.2;1.49;0 à 10;;;;0;
None;POLYCLINIQUE DU VAL DE SAONE ;23;C14;Chirurgie vasculaire;131;284;62.9;18.3;3.82;0 à 10;;;;0;
None;POLYCLINIQUE DU VAL DE SAONE ;24;S03;Chimiothérapie pour aff. Non tumorale;121;0;57.9;27.3;0.00;NA;;;;0;
None;POLYCLINIQUE DU VAL DE SAONE ;25;X26;Chirurgie esthétique et de confort;111;140;45.6;0.0;0.00;0 à 10;;;;0;
None;POLYCLINIQUE DU VAL DE SAONE ;26;X22;Douleur et soins palliatifs;97;1936;69.8;27.8;6.19;0 à 10;;;;0;
None;POLYCLINIQUE DU VAL DE SAONE ;28;K05;Cathétérismes vasculaires diagnostiques et interventionnels;71;62;64.0;19.7;0.00;0 à 10;;;;0;
None;POLYCLINIQUE DU VAL DE SAONE ;29;C22;Chirurgie de la Thyroide, Parathyroide, du Tractus Thyréoglosse, endocrinologie;66;193;48.6;4.5;0.00;0 à 10;;;;0;
None;POLYCLINIQUE DU VAL DE SAONE ;30;K15;Autres séj. sans acte, avec anesthésie, en ambulatoire (Aff. myéloP., peau, sein...);63;0;33.1;9.5;0.00;0 à 10;;;;0;
None;POLYCLINIQUE DU VAL DE SAONE ;31;X24;Médecine inter spécialités, Autres symptômes ou motifs médicaux;56;128;52.2;21.4;1.79;0 à 10;;;;0;
None;POLYCLINIQUE DU VAL DE SAONE ;32;X08;Pneumologie;53;261;73.4;37.7;15.09;0 à 10;;;;0;
None;POLYCLINIQUE DU VAL DE SAONE ;33;S05;Transfusion;46;0;70.7;41.3;0.00;NA;;;;0;
None;POLYCLINIQUE DU VAL DE SAONE ;34;X06;Rhumatologie;42;106;67.9;35.7;2.38;0 à 10;;;;0;
None;POLYCLINIQUE DU VAL DE SAONE ;35;C21;Chir. pour Aff. des Org. Hématopoiétiques, Lymphomes, Leucémies, Tumeurs SID;39;100;64.3;15.4;5.13;0 à 10;;;;0;
None;POLYCLINIQUE DU VAL DE SAONE ;36;X09;ORL, Stomato;31;101;46.6;9.7;3.23;0 à 10;;;;0;
None;POLYCLINIQUE DU VAL DE SAONE ;37;X07;Affections Cardio-vasculaires;26;70;66.2;23.1;7.69;0 à 10;;;;0;
None;POLYCLINIQUE DU VAL DE SAONE ;38;X11;Gynécologie, Sénologie (hors Obstétrique);26;73;64.0;38.5;11.54;0 à 10;;;;0;
None;POLYCLINIQUE DU VAL DE SAONE ;39;X19;Fièvre, Infection, Septicémie, VIH;26;139;77.4;61.5;53.85;0 à 10;;;;0;
None;POLYCLINIQUE DU VAL DE SAONE ;40;X13;Appareil génital masculin;23;37;57.4;21.7;8.70;0 à 10;;;;0;
None;POLYCLINIQUE DU VAL DE SAONE ;41;X18;Suivi thérap. d'affections connues, Allergologie, Rééducation, Convalescence;20;135;68.3;40.0;25.00;0 à 10;;;;0;
None;POLYCLINIQUE DU VAL DE SAONE ;42;K04;Aff. Cardio-vasculaire avec Acte classant non opératoire, ou anesthésie;18;0;65.2;27.8;0.00;0 à 10;;;;0;
None;POLYCLINIQUE DU VAL DE SAONE ;43;K14;Radiothérapie (hors séances);17;50;68.7;29.4;0.00;0 à 10;;;;0;
None;POLYCLINIQUE DU VAL DE SAONE ;44;X14;Maladies immunitaires, du Sang, des Organes hématopoïétiques, Tumeurs SID;17;70;64.8;23.5;29.41;0 à 10;;;;0;
None;POLYCLINIQUE DU VAL DE SAONE ;45;X15;Diabète, Maladies métaboliques, Endocrinologie (hors complications);15;97;54.2;6.7;33.33;0 à 10;;;;0;
None;POLYCLINIQUE DU VAL DE SAONE ;46;X21;Effets nocifs, alcool, toxicologie, allergies;12;67;63.7;33.3;33.33;0 à 10;;;;0;
None;POLYCLINIQUE DU PARC DREVON;19;C09;Chir. majeure de l'app. Locomoteur: hanche, fémur, genou, épaule;182;519;69.3;24.2;1.65;43;CRF DIVIO;Privé;12;0;0
None;POLYCLINIQUE DU PARC DREVON;19;C09;Chir. majeure de l'app. Locomoteur: hanche, fémur, genou, épaule;182;519;69.3;24.2;1.65;43;C.R.B. LES ROSIERS;Privé;11;0;0
None;POLYCLINIQUE DU PARC DREVON;19;C09;Chir. majeure de l'app. Locomoteur: hanche, fémur, genou, épaule;182;519;69.3;24.2;1.65;43;Autres ES Effectif<11;;20;0;0
None;POLYCLINIQUE DU PARC DREVON;1;S02;Chimiothérapie pour tumeur;4465;0;67.7;26.9;0.00;NA;;;;0;0
None;POLYCLINIQUE DU PARC DREVON;2;C16;Chirurgie Ophtalmologique et greffe de cornée;2864;67;71.5;37.5;0.00;0 à 10;;;;0;0
None;POLYCLINIQUE DU PARC DREVON;3;K02;Endoscopies digestives et biliaires avec ou sans anesthésie;2499;81;58.9;10.0;0.00;0 à 10;;;;0;0
None;POLYCLINIQUE DU PARC DREVON;4;K09;ORL Stomato avec Acte classant non opératoire et endoscopies;1180;13;25.9;1.4;0.00;0 à 10;;;;0;0
None;POLYCLINIQUE DU PARC DREVON;5;C23;Parages de plaies, Greffes de peau, des Tissus S/C;711;3;64.8;33.6;0.00;0 à 10;;;;0;0
None;POLYCLINIQUE DU PARC DREVON;6;C15;Chirurgie ORL stomato;650;292;34.6;3.2;0.15;0 à 10;;;;0;0
None;POLYCLINIQUE DU PARC DREVON;7;X26;Chirurgie esthétique et de confort;507;249;38.6;0.0;0.00;0 à 10;;;;0;0
None;POLYCLINIQUE DU PARC DREVON;8;C10;Arthroscopies, Biopsies ostéo-articulaires;496;57;53.2;3.2;0.00;0 à 10;;;;0;0
None;POLYCLINIQUE DU PARC DREVON;9;C19;Chirurgie Urologique;287;574;64.5;24.0;3.48;0 à 10;;;;0;0
None;POLYCLINIQUE DU PARC DREVON;10;X23;Chimiothérapie (hors séances);269;865;65.7;18.6;8.18;0 à 10;;;;0;0
None;POLYCLINIQUE DU PARC DREVON;11;X02;Hépato-Gastro-Entérologie;241;1167;66.2;27.0;21.16;0 à 10;;;;0;0
None;POLYCLINIQUE DU PARC DREVON;12;C18;Chirurgie du sein;234;179;49.6;6.8;0.00;0 à 10;;;;0;0
None;POLYCLINIQUE DU PARC DREVON;13;C11;Chirurgies autres de l'appareil locomoteur, amputations;232;40;52.4;11.2;0.00;0 à 10;;;;0;0
None;POLYCLINIQUE DU PARC DREVON;14;C17;Chirurgie Gynécologique;232;172;52.0;8.6;0.00;0 à 10;;;;0;0
None;POLYCLINIQUE DU PARC DREVON;15;C22;Chirurgie de la Thyroide, Parathyroide, du Tractus Thyréoglosse, endocrinologie;223;289;53.1;5.8;0.45;0 à 10;;;;0;0
None;POLYCLINIQUE DU PARC DREVON;16;C02;Chirurgie du rachis, Neuro-chirurgie;217;546;57.3;10.6;1.84;0 à 10;;;;0;0
None;POLYCLINIQUE DU PARC DREVON;17;C20;Chirurgie de l'appareil génital masculin;213;615;59.4;13.6;2.82;0 à 10;;;;0;0
None;POLYCLINIQUE DU PARC DREVON;18;S03;Chimiothérapie pour aff. Non tumorale;184;0;50.4;8.2;0.00;NA;;;;0;0
None;POLYCLINIQUE DU PARC DREVON;20;X22;Douleur et soins palliatifs;148;2195;71.9;46.6;14.19;0 à 10;;;;0;0
None;POLYCLINIQUE DU PARC DREVON;21;X12;Uro-Néphrologie médicale (hors Séances);125;606;72.0;46.4;26.40;0 à 10;;;;0;0
None;POLYCLINIQUE DU PARC DREVON;22;K10;Aff. génito-urinaires avec Acte classant non opératoire et endoscopies;110;7;57.2;10.0;0.00;0 à 10;;;;0;0
None;POLYCLINIQUE DU PARC DREVON;23;S05;Transfusion;110;0;68.8;40.9;0.00;NA;;;;0;0
None;POLYCLINIQUE DU PARC DREVON;24;C25;Chirurgie inter spécialités;96;84;50.8;11.5;4.17;0 à 10;;;;0;0
None;POLYCLINIQUE DU PARC DREVON;25;X08;Pneumologie;89;853;74.7;46.1;48.31;0 à 10;;;;0;0
None;POLYCLINIQUE DU PARC DREVON;26;K05;Cathétérismes vasculaires diagnostiques et interventionnels;81;22;58.0;7.4;0.00;0 à 10;;;;0;0
None;POLYCLINIQUE DU PARC DREVON;27;X03;Neurologie médicale;75;649;61.3;26.7;18.67;0 à 10;;;;0;0
None;POLYCLINIQUE DU PARC DREVON;28;X14;Maladies immunitaires, du Sang, des Organes hématopoïétiques, Tumeurs SID;72;310;69.1;44.4;27.78;0 à 10;;;;0;0
None;POLYCLINIQUE DU PARC DREVON;29;X24;Médecine inter spécialités, Autres symptômes ou motifs médicaux;72;367;76.3;68.1;15.28;0 à 10;;;;0;0
None;POLYCLINIQUE DU PARC DREVON;30;X18;Suivi thérap. d'affections connues, Allergologie, Rééducation, Convalescence;58;308;71.0;41.4;15.52;0 à 10;;;;0;0
None;POLYCLINIQUE DU PARC DREVON;31;X13;Appareil génital masculin;57;13;69.3;14.0;3.51;0 à 10;;;;0;0
None;POLYCLINIQUE DU PARC DREVON;32;C07;Chir. Viscérale autre : rate, grêle, colon, proctologie, hernies;54;114;48.6;1.9;0.00;0 à 10;;;;0;0
None;POLYCLINIQUE DU PARC DREVON;33;X09;ORL, Stomato;50;289;51.9;12.0;28.00;0 à 10;;;;0;0
None;POLYCLINIQUE DU PARC DREVON;34;X15;Diabète, Maladies métaboliques, Endocrinologie (hors complications);47;329;68.1;31.9;48.94;0 à 10;;;;0;0
None;POLYCLINIQUE DU PARC DREVON;35;K06;Mise en place d'accès vasculaire;42;3;68.7;23.8;0.00;0 à 10;;;;0;0
